,SCORE,,,390,100%
 202 ,"ENGINEERS ARE CONCERNED WITH INFRASTRUCTURE DESIGN AND INSOFAR AS INFRASTRUCTURE DEVELOPMENT IS CONCERNED, IT IS WITHIN THE SCOPE OF RESPONSIBILITIES OF PLANNERS TO:
1. ASSESS APPROPRIATENESS AND ADEQUACY OF EXISTING SYSTEMS IN RELATION TO THE INTENDED POPULATION TO BE SERVED.
2. PROJECT OR ESTIMATE SUPPLY OF AND DEMAND FOR SERVICES.
3. INDICATE PROPER LOCATtON OF CERTAIN FACILITIES IN RELATION TO OTHER LAND USES OR IN CONFORMITY WITH THE LAND USE PLAN OR THE DESIRED URBAN FORM.
4. SUGGEST RELOCATION SITES.
A. 1, 2 & 3
B. 2, 3 &4
C. 3, 4 & 1
D. 1, 4 & 2 ",A,A,Correct,1
 203 ,"IN ESTIMATING THE DEMAND FOR URBAN LAND, THIS METHOD/FORMULA IS BETTER APPLIED TO RURAL AREAS RATHER THAN URBAN AREAS.
A. GOAL ACHIEVEMENT MATRIX
B. FAO URBAN LAND DISTRIBUTION FORMULA
C. PLANNING BALANCE SHEET
D. NONE OF THE ABOVE",B,B,Correct,1
 204 ,"THIS METHOD OF DETERMINING DEMAND FOR URBAN LAND IS CONSIDERED THE MOST ACCURATE BUT MORE TEDIOUS.
A. FAQ URBAN LAND DISTRIBUTION FORMULA
B. URBAN DENSITY METHOD
C. SPECIAL STUDIES
D. NONE OF THE ABOVE ",C,C,Correct,1
 205 ,"IT IS THE GRAPHIC EQUIVALENT OF SIMPLE LAND ACCOUNTING.
A. MAP OVERLAY ANALYSIS OR SIEVE MAPPING
B. CARTOGRAPHIC SKETCHES
C. PLANNING BALANCE SHEET
D. ZONING MAP",C/D,C/D,Correct,1
 206 ,"IT REFERS TO THE POLICY OF INCREASING THE DENSITY OF BUILDING OR FLOOR SPACE PER LAND SURFACE OR AREA AS INDICATED BY THE FLOOR-AREA RATIO (FAR), AND/OR INCREASING THE OCCUPANCY RATE OF EXISTING MULTI-STOREY STRUCTURES. -
A. MAP OVERLAY ANALYSIS OR SIEVE MAPPING
B. CARTOGRAPHIC SKETCHES
C. PLANNING BALANCE SHEET
D. ZONING MAP",B/D,B/D,Correct,1
 207 ,"AN URBAN FOR PROTOTYPE THAT IS CHARACTERIZED BY DOUGHNUT-LIKE FORM; CENTER KEPT OPEN OR AT VERY LOW DENSITY SURROUNDED BY HIGH DENSITY DEVELOPMENTS & SPECIAL ACTIVITIES.
A. DISPERSED SHEETS
B. CORE CITY
C. THE RING
D. URBAN STAR",C,C,Correct,1
 208 ,"A METHOD FOR EVALUATING SPATIAL STRATEGIES WHICH REQUIRES QUANTIFICATION, THAT IS, EVERYTHING MUST BE EXPRESSED IN MONEY TERMS.
A. ECONOMIC BASE
B. COST BENEFIT-ANAYSIS
C. INPUT-OUTPUT ANALYSIS
D. GOAL-ACHIEVEMENT MATRIX ",B,B,Correct,1
 209 ,"IT IS THE CHANGE IN POPULATION SIZE OVER TWO POINTS IN TIME AS AN EFFECT OF EVENTS THAT TEND TO ADD, OR TAKE AWAY MEMBERS FROM THE POPULATION SUCH AS BIRTHS, DEATHS, AND MIGRATION.
A. POPULATION GROWTH RATE
B. POPULATION GROWTH
C. URBANIZATION
D. MIGRATION PATTERN",B,B,Correct,1
 210 ,"IT IS THE TERM THAT DESCRIBES THE NUMBER OF INDIVIDUALS OCCUPYING AN AREA IN RELATION TO THE SIZE OF THAT AREA. IT INDICATES THE PATTERN OF POPULATION DISTRIBUTION OVER SPACE. IT CAN SERVE AS AN INDICATOR OF URBANIZATION.
A. POPULATION DISTRIBUTION
B. POPULATION DENSITY
C. OCCUPANCY RATE
D. NONE OF THE ABOVE",B,B,Correct,1
 211 ,"PRESIDENTIAL DECREE 1308 SEC 2a DEFINES IT AS REFERRING TO ALL ACTIVITIES CONCERNED WITH THE MANAGEMENT AND DEVELOPMENT OF LAND, AS WELL AS THE PRESERVATION, CONSERVATION AND MANAGEMENT OF HUMAN ENVIRONMENT.
A. URBAN PLANNING
B. HUMAN ECOLOGY
C. ENVIRONMENTAL MANAGEMENT
D. ENVIRONMENTAL PLANNING",D,D,Correct,1
 212 ,"ACCORDING TO RA 9275 SEC 4, IT REFERS TO THE ENTIRE SYSTEM WHICH COVERS CONSERVATION, REGULATION AND MINIMIZATION OF POLLUTION, CLEAN PRODUCTION, WASTE.MANAGEMENT, ENVIRONMENTAL LAW AND POLICY, ENVIRONMENTAL EDUCATION AND INFORMATION, STUDY AND MITIGATION OF THE ENVIRONMENTAL IMPACTS OF HUMAN ACTIVITY, AND ENVIRONMENTAL RESEARCH. A. ENVIRONMENTAL AND NATURAL RESOURCES DEVELOPMENT
B. REGIONAL PLANNING
C. ENVIRONMENTAL MANAGEMENT
D. ENVIRONMENTAL PLANNING",C,C,Correct,1
 213 ,"THESE ARE AREAS OF LESS THAN 500 PEOPLE PER KM SQ. WHOSE INHABITANTS ARE PRIMARILY ENGAGED IN AGRICULTURE OR IN EXTRACTION OF RAW MATERIALS, WITH DWELLINGS WHICH ARE SPACED WIDELY APART AND OFTEN WITH LITTLE OR NO SERVICES OR UTILITIES SUCH AS POWER, PIPED WATER, SEWERAGE, ROADS, ETC.
A. TRIBE
B. PUROK 
C. PROVINCIAL 
D. RURAL 
E. HAMLET",D,D,Correct,1
 214 ,"AS DEFINED BY PD 1517 AND BY NATIONAL STATISTICS OFFICE, ""URBAN"" AREA HAS THE FOLLOWING CHARACTERISTICS EXCEPT ONE:
A. IT EXPORTS SUBSTANTlAL QUANTITIES OF PROCESSED PRODUCTS
B. CORE DISTRICT'S DENSITY IS AT LEAST 500 PER SQ. KM
C. OVERALL DENSITY OF AT LEAST 1000 PER SQ. KM IN ITS ENTIRETY
D. EXHIBITS A STREET PATTERN ",A,A,Correct,1
 215 ,"THE MOST RECENT RE-DEFINITION OF ""URBAN"" BY NSCB (2003) DOES NOT INCLUDE ONE OF THE FOLLOWING:
A. IF A BARANGGAY HAS MORE FISHERY OUTPUT AND SHELLCRAFT ACTIVITIES COMPARED TO FARMS, THEN IT IS CONSIDERED URBAN.
B. IF A BARANGGAY HAS POPULATION SIZE OF 5,000 OR MORE, THEN IT IS CONSIDERED AS URBAN
C. IF A BARANGGAY HAS AT LEAST ESTABLISHMENT WITH 100 EMPLOYEES OR MORE, THEN IT IS CONSIDERED URBAN
D. IF A BARANGGAY HAS 5 OR MORE ESTABLISHMENT WITH A MINIMUM OF 10 EMPLOYEES, AND 5 OR MORE FACILITIES WITHIN THE TWO-KILOMETER RADIUS FROM THE BARANGGAY HALL, THEN IT IS CONSIDERED URBAN. ",A,A,Correct,1
 216 ,"A ""CITY"" IS A SIGNIFICANTLY-LARGE URBAN AREA WHICH HAS:
A. A CLUSTER OF SKYSCRAPERS
B. A CHARTER OR LEGAL PROCLAMATION
C. A RECTILINEAR OR ORTHOGONAL STREET DESIGN
D. A SEAPORT OR AN AIRPORT",B,B,Correct,1
 217 ,"IN A NOVEMBER 2008 RULING OF THE SUPREME COURT UPHOLDING RA 9009's AMMENDMENT OF SEC. 450 OF RA 7160 LGC, THE STATUTORY REQUIREMENTS FOR AN LGU'S ELEVATION TO CITYHOOD ARE:
A. CONTIGOUS TERITORY OF AT LEAST 100 SQ. KM EXCEPT FOR ISLAND/GROUP OF ISLANDS
B. MINIMUM ANNUAL INCOME OF 100 MILLION BASED ON 1991 CONSTANT PRICES
C. POPULATION OFAT LEAST 150,000
D . ALL OF THE ABOVE",D,D,Correct,1
 218 ,"THIS PERTAINS TO THE PROCESS WHEREIN LARGE NUMBERS OF PEOPLE, DRIVEN BY DEMOGRAPHIC FACTORS, LIVE TOGETHER IN IMPORTANT LOCATIONS-A PROCESS THAT IS ALWAYS ACCOMPANIED BY ECONOMIC AGGLOMERATION, SPATIAL ALTERATION, AND SOCIO-CULTURAL CHANGE.
A. INDUSTRIALIZATION
B. URBANIZATION
C. SOCIAL TRANSFORMATION
D. MODERNIZATION",B,B,Correct,1
 219 ,"THIS REFERS TO THE UNPRECEDENTED PHENOMENON OCCURRING IN MEGA-CITIES WHEREIN THE RATE OF INCREASE OF LOCAL POPULATION OVERWHELMS THE NATURAL "" CARRYING CAPACITY"" OF CITIES AS ECOSYSTEMS AND OUTPACES THE ""CARRYING CAPACITY"" OF CITY INSTITUTIONS IN TERMS. OF RESOURCES AND PERSONNEL TO ADDRESS COMPLEX PROBLEMS.
A. METROPOLITANIZATION 
B. CONURBATION 
C. HYPER-URBANIZATION
D. FALSE OR PSEUDO-URBANIZATION",C,C,Correct,1
 220 ,"A DIRECT RESULT OF ""LEAPFROG"" OR HCHECKERBOARDH DEVELOPMENT, THIS PHENOMENON IRREVERSIBLY CONVERTS RURAL SPACE INTO URBAN SPACE EVEN BEFORE THE POPULATIONS MEANT TO USE IT COULD BE PRESENT.
A. ANTICIPATORY DEVELOPMENT
B. CONURBATION
C. HYPER-URBANIZATION
D. FALSE OR PSEUDO-URBANIZATION",B,B,Correct,1
 221 ,"IN A CASUAL ORDER, WHICH SHOULD COME FIRST IN THIS SERIES OR CHAIN OF INTERTWINED, MULTIDIMENSIONAL
PROBLEMS?
A. CLIMATE CHANGE
B. UNMANAGED POPULATION
C. POVERTY
D. LAND USE CHANGES
E. POLLUTION AND ENVIRONMENTAL DEGRADATION
F. CARBON FOOTPRINT",B,B,Correct,1
 222 ,"ACCORDING TO DAVID SATTERHWAITE, 95% OF DEATHS AND SERIOUS INJURIES FROM MAJOR DISASTERS IN THE PERIOD 1950-2007 OCCURRED IN LOW-INCOME TO MIDDLE-INCOME COUNTRIES, AND 90% OF THESE DEATHS HAPPENED TO THE POOREST PEOPLE. WHICH CONCLUSION IS SUPPORTED BY THIS INFORMATION?
A. POVERTY, WHICH MEANS LOW INCOME AND LOW EDUCATION, IS THE MAJOR CAUSE OF DISASTER.
B. COUNTRIES IN TYPHOON BELTS AND RING-OF-FIRE REGION OF THE WORLD TEND TO BE POOR BECAUSE OF FREQUENT DISASTERS
C. POVERTY AND ITS PHYSICAL DIMENSION, i.e., LOCATION OF HOMES AND LIVELIHOODS, INCREASE PEOPLE'S VULNERABILITY TO DISASTER.
D. THE POORER A COUNTRY, THE HIGHER THE ILLETERACY RATE, HENCE THE LESS INFORMED AND LESS PREPARED PEOPLE TEND TO B",C,C,Correct,1
 223 ,"SETTLEMENTS IN HIGH RISK ZONES; BUILDINGS ON NATURAL WETLANDS; RIVERS AND WATERWAYS USED AS SEWERS, RECURRENT SHORTAGES OF FOOD, WATER AND POWER; SEGMENTS OF IDLE PRIME LAND POCKMARK THE CITY CENTER; LACK OF DISTINCTIVE CITY IMAGE AND COHERENT URBAN FORM, ALL TAKEN FOR GRANTED, ARE MANIFESTATION OF:
A. POPULATION EXPLOSION
B. DISASTER MANAGEMENT
C. SPLATTERED DEVELOPMENT
D. UNMANAGED URBANIZATION",D,D,Correct,1
 224 ,"THIS REFERS TO LOW-DENSITY URBAN USE OF LAND EXPANDED FASTER THAN POPULATION GROWTH REQUIRES AND OCCURING IN ANAMORPHIC MANNER AT THE MARGINS OF EXISTING URBAN CENTERS. OVER TIME, MORE AND MORE HOUSES ARE BUILT FAR FROM URBAN CENTERS THAT WOULD REQUIRE MORE ENERGY USE PER PERSON AND MORE GOVERNMENT RESOURCES TO PROVIDE PIECEMEAL EXTENSIONS OF ROADS AND UTILITIES.
A. DECENTRALIZATION
B. DISPERSION
C. EXURBANIZATION
D. SPRAWL",D,D,Correct,1
 225 ,"IN MICHAEL P. TODARO'S LABOR MIGRATION MODEL OF URBANIZATION (1976), THE CENTRAL PULL FACTOR OR MAIN ATTRACTION OF THIRD WORLD CITIES TO RURAL MIGRAANTS EVEN WHEN THESE CITIES ARE UNPREPARED TO ACCEPT MIGRATION, IS: ·
A. ""BRIGHT LIGHTS EFFECT"" OR LURE TO CITY LIFE AND NEON-UT ENTERTAINMENT
B. POSSIBLE BENEFITS DERIVED FROM PROXIMITY TO SEAT OF POWER AND PRESTIGE OF CENTRAL CllY ADDRESS
C. ABUNDANCE AND PLENTITUDE IN CITIES VERSUS HUNGER AND FAMINE DUE TO INSURGENCY WARS IN THE COUNTRYSIDE
D. SUBSTANTIAL WAGE DIFFERENTIALS BETWEEN URBAN LABOR AND RURAL LABOR FOR THE SAME LEVEL OF SKILL TASK OR OCCUPATION",D,D,Correct,1
 226 ,"ACCORDING TO DR. FRANCIS STUART CHAPIN JR. IN THE FIRST COMPREHENSIVE TEXTBOOK ON URBAN PLANNING EVER WRITTEN (1965), THE EXPLICIT GOALS OF URBAN PLANNING ARE THE FOLLOWING EXCEPT ONE:
A. HEALTHY & SAFETY
B. CONVENIENCE & AMENITY
C. TOLERANCE & PLURALITY
D. EFFICIENCY & ECONOMY",C,C,Correct,1
 227 ,"THE FOLLOWING ARE STATED GOALS OF "" URBAN DEVELOPMENT POLICY"" (NUDHF) IN THE PHILS, EXCEPT ONE:
A. TO ACHIEVE A MORE BALANCED URBAN-RURAL INTERDEPENDENCE
B. TO SLOW DOWN RURAL-TO-URBAN MOVEMENT BY MEANS OF MITIGATION CONTROL AND POPULATION MANAGEMENT
C. TO OPTIMALLY UTILIZE LAND AND RESOURCES TO MEET THE REQUIREMENTS OF HOUSING·AND URBAN DEVELOPMENT
D . TO UNDERTAKE A COMPREHENSIVE AND CONTINUING PROGRAM OF URBAN DEVELOPMENT WHICH Will MAKE AVAILABLE HOUSING AND SERVICES AT AFFORDABLE COST",B,B,Correct,1
 228 ,"DR. EDWARD L GLAESER OF HARVARD UNIVERSITY (1995,2003) CORRELATES ""URBAN DEVELOPMENT"" WITH ""DEMOCRATIZATION"" IN THE FOLLOWING OBSERVATIONS. WHICH STATEMENT PERTAIN THE MOST TO SO CALLED ""ANNIHILATION OF SPACE"" IN URBAN AREAS?
A. INFORMATION TRAVELS AT HIGH-SPEED IN CITIES; TRANSACTIONS BETWEEN PRODUCERS AND CONSUMERS ARE FASTER; CITIES PRACTICALLY ELIMINATE THE TRANSPORT COST OF MOVING IDEAS, GOODS, PEOPLE
B. CITIES FACILITATE HUMAN CONTACT AND SOCIAL CONNECTION; THE DEMAND FOR THE CITIES IS FUELED BY THE DEMAND FOR INTERACTION,
C. BECAUSE PEOPLE IN CITIES HAVE HIGH LEVEL OF AWARENESS, IT IS MUCH HARDER FOR RULES TO BE DESPOTIC OR TYRANNICAL
D. INEFFECTIVE GOVERNMENTS FIND IT MUCH HARDER TO IGNORE MASS POVERTY & OTHER SOCIAL PROBLEMS IN CITIES THAN IN COUNTRYSIDE
E. REVOLUTIONS, LABOR UPRISING, AND RIOTS ARE USUALLY BORN AND BRED IN CITIES",A,A,Correct,1
 229 ,"HE FORMULATED THE ""BASIC LAW OF ECOLOGY"" IN LAYMAN'S VERNACULAR (NATIONAL GEOGRAPHIC, 1970) AS FOLLOWS: ""NATURE KNOWS BEST"", ""THERE IS NO SUCH THING AS A FREE LUNCH"", ""EVERYTHING IS CONNECTED TO EVERYTHING ELSE"", ""WE CAN NEVER DO DO MERELY ONE THING"", ""EVERYTHING GOES TO SOMEWHERE"", ""THERE'S NO AWAY TO THROW TO"".
A. JOHN HOLDREN
B. OR. FRANCIS STUART CHAPIN JR.
C. DR. BARRY COMMONNER
D. DR. EUGENE PLEASANTS ODUM",C,C,Correct,1
 230 ,"ACCORDING TO DR. GARRETT HARDIN, IN AN OPEN ACCESS REGIME WITHOUT DEFINED PROPERTY RIGHTS, INDIVIDUALS ENJOY FREE UNLIMITED ACCESS TO NATURAL RESOURCES AND RIGHT TO USE WITHOUT EXCLUSION; EACH INDIVIDUAL MOTIVATED TO MAXIMIZE HIS OR HER OWN BENEFIT FROM EXPLOITING THE RESOURCE. WHEN NO INDIVIDUAL HAS ADEQUATE INCENTIVE TO CONSERVE THE PUBLIC RESOURCES, THE RESOURCES WILL LIKELY BECOME OVERUSED AND OVEREXPLOITED.
A. THE STEWARDSHIP OF NATURE
B. COMMUNITARIAN PARADOX
C. FENCESITTER'S DILEMA
D. TRAGEDY OF THE COMMONS",D,D,Correct,1
 231 ,"RELATED TO THOMAS MALTHUS' CONCEPT OF 'K' AS THE POPULATION SIZE CONSTRAINED BY WHATEVER RESOURCE IS IN SHORTEST SUPPLY, THIS PRINCIPLES REFERS TO ""THE MAXIMUM POPULATION OF A GIVEN SPECIES THAT CAN BE SUPPORTED INDEFINITELY IN A DEFINED HABITAT WITHOUT CAUSING NEGATIVE IMPACTS THAT PERMANENTLY IMPAIR THE PRODUCTIVITY OF THAT SAME HABITAT.""
A. LIMITS TO GROWTH
B. TIPPING POINT (
C. RANGE AND THRESHOLD
D. CARRYING CAPACITY",D,D,Correct,1
 232 ,"IN CONTRAST TO THE ENVIRONMENTALISM WHICH HIGHLIGHTS ""COMMUNITY"" AND"" COMMUNITARIAN"" SOLUTIONS, THIS TYPE OF ENVIRONMENTALISM CENTERS ON RESPECT FOR ALL UFFFORMS IN AN ATOMISTIC OR SPECIES-CENTERED MANNER, SUCH THAT HUMANS WORLD BE ON EQUAL MORAL FOOTING WITH SENTIENT ANIMALS LIKE PETS AND NON-SENTIENT ORGANISM LIKE PLANTS, INSECT, ETC.
A. ECO-CENTRISM
B. 810-CENTRISM
C. ANTHROPO-CENTRISM
D. GEO-CENTRISM",B,B,Correct,1
 233 ,"THEY ARE INVETERATE OPTIMISTS WHO BELIEVE THAT ""NECESSITY IS THE MOTHER OF INVENTION"" AND HENCE THEY ASSERT THAT ALL ENVIRONMENTAL PROBLEMS CAN BE SOLVED BY EVER-ADVANCING SCIENCE AND TECHNOLOGY, AND LIMITLESS HUMAN KNOWLEDGE.
A. CORNUCOPIANS
B. SOROPTIMIST
C. UTOPIANS
D. DSYTOPIANS",A,A,Correct,1
 234 ,"IN GENERAL, THIS REFERS TO THE CHARACTERISTIC OF A PROCESS OR STATE THAT CAN BE MAINTAINED AT A CERTAIN LEVEL INDEFINITELY; IN PARTICULAR, IT REFERS TO THE POTENTIAL LONGETIVITY OF ECOLOGICAL SYSTEMS TO SUPPORT HUMANKIND AND OTHER SPECIES.
A. RESILIENCE
B. ENDURANCE
c. SUSTAINABILITY
D. PERPETUITY
E. DURABILITY",C,C,Correct,1
 235 ,"WHICH BASIC LAW OF ""SUSTAINABILITY DEVELOPMENT"" MEANS RESPONSIBILITY AND ACCOUNTABILITY TO FUTURE POPULATIONS?
A. COMMON HERITAGE OF HUMANKIND
B. INTER-GENERATIONAL EQUITY
C. CARING CAPACITY
D. PARITY OF COMPEERS",B,B,Correct,1
 236 ,"WHICH PRINCIPLE OF ""SUSTAINABILITY DEVELOPMENTn MOST DIRECTLY SUPPORTS THE SAYING ""THINK GLOBAL, ACT LOCAL"".
A. PRINCIPLE OF SUBSIDIARY
B. POLLUTER PAYS PRINCIPLE
C. COMMON BUT DIFFERENTIATED RESPONSIBILITY
D. DUTY TO CARE AND NOT CAUSE ENVIRONMENTAL HARM",A,A,Correct,1
 237 ,"ACCORDING TO THEORIST OF ""SOCIAL DEVELOPMENT"" AND ""SUSTAINABLE DEVELOPMENT"", WHAT IS THE RELATIONSHIP BETWEEN THE CONCEPTS OF ""GROWTH"" AND ""DEVELOPMENT"" ?
A. THESE TWO REALITIES ARE ESSENTIALLY SIMILAR, HENCE INTERCHANGEABLE IN USE.
B. GROWTH REFERS TO THE ENTIRE MACRO-ECONOMY WHILE DEVELOPMENT REFERS TO PEOPLE AND SOCIETY
C. GROWTH IS A PRE-CONDITION TO DEVELOPMENT BUT NOT ENOUGH IN ITSELF; IT IS NECESSARY BUT NOT SUFFICIENT CONDITION.
D. GROWTH IS MERELY QUANTITATIVE WHILE DEVELOPMENT IS THOROUGHLY QUALITATIVE
E. GROWTH IS INDICATIVE BY INCOME AND INFRASTRUCTURE, WHILE -DEVELOPMENT IS INDICATED BY TRANQUILITY, 'PEACE AND ORDER",C,C,Correct,1
 238 ,"THE FOLLOWING ARE CENTRAL QUESTIONS OF PLANNING AND MANAGEMENT. WHICH QUESTION SEEKS TO DETERMINE EFFICACY OR SUCCESS OF A CHOSEN OPTION OR COURSE OF ACTION?
A. ""WHERE ARE WE NOW?""
B. ""WHERE ARE WE GOING?""
C. ""WHERE DO WE WANT TO BE?""
D. UHOW DO WE GET THERE?""
E. UWHAT RESOURCES DO WE NEED TO GET THERE?""
F. ""HOW DO WE KNOW IF IT IS WORKING?"" ",F,F,Correct,1
 239 ,"IN WHAT SENSE DOES ""PROFESSIONAL PLANNING"" DIFFERS FROM ""GENERIC"", ""COMMONSENSICAL'', OR ""EVERYDAY"" PLANNING?
A. THERE IS NO DIFFERENCE BECAUSE PLANNING IS ""UBIQUITOUS"" AND CAN BE DONE BY ANYONE, ANYTIME, ANYWHERE.
B. PROFESSIONAL PLANNING HAS SCOPE AND GOALS THAT TRANSCEND ONE PERSON OR GROUP WHILE GENERIC PLANNING IS ESSENTIALLY ACTION-PLANNING ON FAMILIAR PROBLEMS WITH MUCH LATITUDE FOR PERSONAL FLEXIBILITY.
C. PROFESSIONAL PLANNING EXAMINES ONLY THE ""NATURAL ENVIRONMENT"" WHILE BUSINESS PLANNING CONSIDERS BOTH ""POLICY ENVIRONMENT' AND ""MARKET ENVIRONMENT.""
D. OBJECT OF PROFESSIONAL PLANNING IS ""SOCIETY AND NATURE"", WHILE BENEFICIARY OF EVERYDAY PLANNING IS ONLY ""ONESELF"".",B,B,Correct,1
 240 ,"THIS TYPE OF PLANNING HAS ALSO BEEN CALLED 'SYPNOTIC', 'STATIC', 'NORMATIVE', AND 'UTOPIAN', BECAUSE IT ASSUMES A PRIORI THAT PROFESSIONAL PLANNERS HAVE THE INTELLIGENCE, NOBLE INTENTIONS, AND EXPERTISE TO SYNTHESIZE EXTENSIVE DATA, ANALYZE A RELATIVELY PREDICTABLE WORLD, AND DECIDE RIGHTLY ON CRUCIAL QUESTION OF BROADER PUBLIC INTEREST.
A. EQUITY OR ACTIVIST OR ADVOCACY PLANNING
B. TRADITIONAL PLANNING OR COMMAND PLANNING OR IMPERATIVE PLANNING
C. STRATEGIC PLANNING
D. RATIONAL-COMPREHENSIVE PLANNING",D,D,Correct,1
 241 ,"THE MAIN CONTRIBUTION OF NORBERT WEINER'S ""CYBERNETICS"" TO THE HSYSTEMS THEORY OF PLANNING” IS THE PRINCIPLE THAT PLANNING SHOULD BE:
A. CYCLICAL, ITERATIVE, AND SELF-CORRECTING 
B. WIDE-RANGING AND EXHAUSTIVE 
C. FREE-WHEELING AND OPEN ENDED 
D. RIGOROUS, EXACT AND MATHEMATICAL",A,A,Correct,1
 242 ,"THE DEVELOPMENT OF PLANNING THEORY AFTER WORLD WAR II AS INFLUENCED BY THE SCHOOLS OF POLICY PLANNING, ADVOCACY OR EQUITY PLANNING, TRANSACTIVE PLANNING AND COMMUNICATIVE PLANNING HAS EMPHASIZED THE CORE PRINCIPLE THAT:
A. A PLAN SHOULD BE A CLEAR, CONCISE AND USER-FRIENDLY DOCUMENT
B. A PLAN CAN ONLY INDICATE PIECEMEAL AND INCREMENTAL CHANGES IN PROCESS CALLED ""MUDDLING THROUGH""
C. PLANNING PROCESS IS AS IMPORTANT AS PLANNING OUTPUT
D. THE POOR AND THE MARGINALIZED ALWAYS KNOW WHAT IS BEST FOR SOCIETY",C,C,Correct,1
 243 ,"WHICH SCHOOL OF THOUGHT MAINTAINS THAT PLANNERS SHOULD ABANDON THEIR PRESUMED NEUTRAL STANCE AND INSTEAD ADOPT THE SIDE 'THE POOR AND THE DISADVANTAGE"" TO DEMAND FOR CORRECTIVE OR REMEDIAL MEASURES FROM THE STATE AND FORM THE MARKET THROUGH ""PRESSURE FROM BELOW"" BY WAY OF CONFLICT CONFRONTATION , CREATIVE MASS ACTIONS AND BACKROOM NEGOTIATIONS?
A. EQUITY OR ACTIVIST PLANNING
B. COMMUNICATIVE PLANNING
C. LIBERAL PLURALISTIC PLANNING
D. DISJOINTED INCREMENTALISM",A,A,Correct,1
 244 ,"THESE THINKERS STARTED THE ""SCHOOL OF TRANSACTIVE PLANNING"" WHICH LATER ADVOCATED THE RADICAL/CRITICAL NOTION THAT PLANNING SHOULD SMASH MYTHS AND MOBILIZE PEOPLE TO CHANGE STRUCTURES OF DOMINATION AND SUBJUGATION IN SOCIETY.
A. FRANCIS STUART CHAPIN, GEORGE CHADWICK, REXFORD TUGWEL1.
B. NORMAN KRUMHOLTZ, JOHN FRIEDMANN
C. PAUL BLUMBERG, CAROLE PATERMAN, PAUL BERNSTEIN
D. CHARLES LINDBLOOM, RIBERT DAHL, MEL WEBBER",B,B,Correct,1
 245 ,"ACCORDING TO DAVID HARVEY AND RAY PAHL, PLANNING IS LESS A MEANS FOR URBAN RENEWAL, BUT MORE OF ""AN AGENT Of CHANGE AND DEVELOPMENT"" IN ITS OWN RIGHT, UNKED TO ALTERNATIVE THEORIES OF THE CITY THAT SEEK TO ADDRESS POVERTY AND INEQUALITY. PLANNERS SHOULD BE REGARDED AS CREATORS OF URBAN SPACE, NOT MERE VALUE-NEUTRAL ARBITERS OF DEVELOPMENT PROPOSALS.
A. CRITICAL/RADICAL. PLANNING
B. COMMUNICATIVE PLANNING
C. LIBERAL PLANNING
D. ACTIVIST PLANNING",A,A,Correct,1
 246 ,"ALLOCATIVE' OR 'REGULATORY' OR 'POLICY PLANNING' IN THE TRADITION OF HERBERT GANS AND TJ KENT IS CONCERNED WITH SOLVING CHRONIC PROBLEMS OF SOCIETY BY ALtOCATING RESOURCES EFFICIENTLY AND ENACTING LAWS, RULES AND STANDARDS. IT IS THEREFORE CLOSEST TO WHICH PLANNING APPROACH?
A. RATIONAL-COMPREHENSIVE
B. TRADITIONAL OR COMMAND PLANNING
C. STRATEGIC PLANNING
D. COMMUNICATIVE PLANNING",A,A,Correct,1
 247 ,"STRATEGIC PLANNING AS DESCRIBED BY HENRY MINTZBERG IS CALLED ""INNOVATIVE PLANNING"" FOR THE FOLLOWING REASONS EXCEPT ONE: 
A. BECAUSE, AS IN STRATEGIES AND TACTICS, A PLAN HAS TO BE CALCULATING AND EVEN MACHIAVELLIAN
B. BECAUSE IT SEEKS TO INTRODUCE A NOVEL GOAL PRODUCT PROCESS OR PATTERN C BECAUSE IT 
C. ENTERS ON ORGANIZATIONAL FITNESS TO CREATE OR SHAPE CHANGE 
D. BECAUSE IT MOBILIZES THE WHOLE ORGANIZATION TO MOVE TOWARDS A NEW DIRECTION",A,A,Correct,1
 248 ,"WHICH PRINCIPLE OF STRATEGIC PLANNING RALLIES THE ORGANIZATION AND UNIFIES ITS MEMBERS AROUND A COMMON PURPOSE?
A. ""SOLVE MAJOR ISSUES AT MACRO LEVELS""
B. ""AVOID EXCESSIVE INWARD AND SHORT-TERM THINKING""
C. ""BE VISIONARY TO CONVEY A DESIRED END-STATE BUT FLEXIBLE ENOUGH TO ALLOW AND TO ACCOMMODATE CHANGES""
D. ""ENGAGE STAKEHOLDERS TO PULL TOGETHER BEHIND A SINGLE GAME PLAN FOR EXECUTION""
E. 'ESTABLISH PRIORITIES ON WHAT WILL BE ACCOMPLISHED IN THE FUTURE""
F. ""COMMUNICATE TO EVERYONE WHAT IS MOST IMPORTANT""",D,D,Correct,1
 249 ,"IN STRATEGIC PLANNING WHAT IS THE CRITERIA TO DETERMINE THE BEST STRATEGIC OPTION?
A. LUCRATIVE AND PROFITABLE
B. VIABLE AND FEASIBLE
C. CRITICAL AND URGENT
D. BENIGN AND MUNIFICENT",C,C,Correct,1
